file,line,pattern,verdict,is_live_path,explanation,context
tests\test_phase29_1_truth_first_recovery.py,94,future_mae,HISTORICAL_REFERENCE,False,Future MAE used as feature,"for forbidden in [""is_winner"", ""future_pnl"", ""future_mfe"", ""future_mae"", ""selected_trade_ids""]:"
tests\test_phase29_2_precision_fusion_truth.py,93,is_winner,HISTORICAL_REFERENCE,False,Outcome label — live lookahead,"for forbidden in [""29386.59"", ""30580.40"", ""31250.80"", "".sample("", ""is_winner"", ""future_pnl"", ""future"
tests\test_phase29_2_precision_fusion_truth.py,93,future_pnl,HISTORICAL_REFERENCE,False,Future PnL used as feature,"for forbidden in [""29386.59"", ""30580.40"", ""31250.80"", "".sample("", ""is_winner"", ""future_pnl"", ""future"
tests\test_phase29_2_precision_fusion_truth.py,93,future_mfe,HISTORICAL_REFERENCE,False,Future MFE used as feature,"for forbidden in [""29386.59"", ""30580.40"", ""31250.80"", "".sample("", ""is_winner"", ""future_pnl"", ""future"
tests\test_phase29_2_precision_fusion_truth.py,93,future_mae,HISTORICAL_REFERENCE,False,Future MAE used as feature,"for forbidden in [""29386.59"", ""30580.40"", ""31250.80"", "".sample("", ""is_winner"", ""future_pnl"", ""future"
tests\test_phase29_3_precision_fusion_recovery.py,70,is_winner,HISTORICAL_REFERENCE,False,Outcome label — live lookahead,"""is_winner"","
tests\test_phase29_3_precision_fusion_recovery.py,71,future_pnl,HISTORICAL_REFERENCE,False,Future PnL used as feature,"""future_pnl"","
tests\test_phase29_3_precision_fusion_recovery.py,72,future_mfe,HISTORICAL_REFERENCE,False,Future MFE used as feature,"""future_mfe"","
tests\test_phase29_3_precision_fusion_recovery.py,73,future_mae,HISTORICAL_REFERENCE,False,Future MAE used as feature,"""future_mae"","
tests\test_phase29_4_teacher_distillation.py,102,is_winner,HISTORICAL_REFERENCE,False,Outcome label — live lookahead,"for forbidden in [""trade_id"", ""selected_trade"", ""2020-"", ""2021-"", ""2022-"", ""2023-"", ""2024-"", ""2025-"""
tests\test_phase29_4_teacher_distillation.py,136,is_winner,HISTORICAL_REFERENCE,False,Outcome label — live lookahead,"""is_winner"","
tests\test_phase29_4_teacher_distillation.py,137,future_pnl,HISTORICAL_REFERENCE,False,Future PnL used as feature,"""future_pnl"","
tests\test_phase29_4_teacher_distillation.py,138,future_mfe,HISTORICAL_REFERENCE,False,Future MFE used as feature,"""future_mfe"","
tests\test_phase29_4_teacher_distillation.py,139,future_mae,HISTORICAL_REFERENCE,False,Future MAE used as feature,"""future_mae"","
tests\test_phase29_5_major_recovery.py,68,is_winner,HISTORICAL_REFERENCE,False,Outcome label — live lookahead,"""is_winner"","
tests\test_phase29_5_major_recovery.py,69,future_pnl,HISTORICAL_REFERENCE,False,Future PnL used as feature,"""future_pnl"","
tests\test_phase29_5_major_recovery.py,71,future_mfe,HISTORICAL_REFERENCE,False,Future MFE used as feature,"""future_mfe"","
tests\test_phase29_5_major_recovery.py,72,future_mae,HISTORICAL_REFERENCE,False,Future MAE used as feature,"""future_mae"","
tests\test_phase29_6_event_driven_mtf_engine.py,69,is_winner,HISTORICAL_REFERENCE,False,Outcome label — live lookahead,"""is_winner"","
tests\test_phase29_6_event_driven_mtf_engine.py,70,future_pnl,HISTORICAL_REFERENCE,False,Future PnL used as feature,"""future_pnl"","
tests\test_phase29_6_event_driven_mtf_engine.py,72,future_mfe,HISTORICAL_REFERENCE,False,Future MFE used as feature,"""future_mfe"","
tests\test_phase29_6_event_driven_mtf_engine.py,73,future_mae,HISTORICAL_REFERENCE,False,Future MAE used as feature,"""future_mae"","
tests\test_phase31_1_combined_router_acceptance.py,222,is_winner,HISTORICAL_REFERENCE,False,Outcome label — live lookahead,"""is_winner"","
tests\test_phase31_1_combined_router_acceptance.py,223,future_pnl,HISTORICAL_REFERENCE,False,Future PnL used as feature,"""future_pnl"","
tests\test_phase31_1_combined_router_acceptance.py,224,future_return,HISTORICAL_REFERENCE,False,Future return used as feature,"""future_return"","
tests\test_phase31_1_combined_router_acceptance.py,225,future_mfe,HISTORICAL_REFERENCE,False,Future MFE used as feature,"""future_mfe"","
tests\test_phase31_1_combined_router_acceptance.py,226,future_mae,HISTORICAL_REFERENCE,False,Future MAE used as feature,"""future_mae"","
tests\test_phase31_1_combined_router_acceptance.py,227,replace=True,HISTORICAL_REFERENCE,False,Fake trade sampling,"""replace=True"","
tests\test_phase31_1_combined_router_acceptance.py,228,pnl_81_calc = pnl_81,HISTORICAL_REFERENCE,False,Direct metric assignment without computation,"""pnl_81_calc = pnl_81"","
tests\test_phase31_1_combined_router_acceptance.py,237,is_winner,HISTORICAL_REFERENCE,False,Outcome label — live lookahead,"""- is_winner labels"","
tests\test_phase31_1_combined_router_acceptance.py,238,future_pnl,HISTORICAL_REFERENCE,False,Future PnL used as feature,"""- future_pnl / future_return"","
tests\test_phase31_1_combined_router_acceptance.py,238,future_return,HISTORICAL_REFERENCE,False,Future return used as feature,"""- future_pnl / future_return"","
tests\test_phase31_1_combined_router_acceptance.py,239,is_winner,HISTORICAL_REFERENCE,False,Outcome label — live lookahead,"""`is_winner`"","
tests\test_phase31_1_combined_router_acceptance.py,240,future_pnl,HISTORICAL_REFERENCE,False,Future PnL used as feature,"""`future_pnl`"","
tests\test_phase31_1_combined_router_acceptance.py,241,future_mfe,HISTORICAL_REFERENCE,False,Future MFE used as feature,"""`future_mfe`"","
tests\test_phase31_1_combined_router_acceptance.py,242,future_mae,HISTORICAL_REFERENCE,False,Future MAE used as feature,"""`future_mae`"","
tests\test_phase31_1_combined_router_acceptance.py,243,is_winner,HISTORICAL_REFERENCE,False,Outcome label — live lookahead,"""is_winner`, `future_pnl"","
tests\test_phase31_1_combined_router_acceptance.py,243,future_pnl,HISTORICAL_REFERENCE,False,Future PnL used as feature,"""is_winner`, `future_pnl"","
tests\test_phase31_1_combined_router_acceptance.py,274,pnl_81_calc = pnl_81,HISTORICAL_REFERENCE,False,Direct metric assignment without computation,"critical_patterns = [""pnl_81_calc = pnl_81"", ""diff_pnl = 29386"", ""diff_pnl = 30580"", ""diff_pnl = 312"
tests\test_phase32_quality_hardening.py,615,pnl_81_calc = pnl_81,HISTORICAL_REFERENCE,False,Direct metric assignment without computation,"""pnl_81_calc = pnl_81"","
tests\test_phase32_quality_hardening.py,618,replace=True,HISTORICAL_REFERENCE,False,Fake trade sampling,"""replace=True"","
tests\test_project_memory_protocol.py,128,replace=True,HISTORICAL_REFERENCE,False,Fake trade sampling,"assert ""sample"" in content.lower() and ""replace=True"" in content, \"
tests\test_project_memory_protocol.py,129,replace=True,HISTORICAL_REFERENCE,False,Fake trade sampling,"""Rulebook must explicitly prohibit trades.sample(replace=True)."""
