file,line,pattern,verdict,explanation,is_live_path,context
src\research\phase26_runner.py,457,pnl_70,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,"{""month"": ""2020-03"", ""pnl_12"": -550.00, ""pnl_70"": 150.20, ""pnl_80"": 185.50, ""comparison"": ""IMPROVED (fewer losses)""},"
src\research\phase26_runner.py,457,pnl_80,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,"{""month"": ""2020-03"", ""pnl_12"": -550.00, ""pnl_70"": 150.20, ""pnl_80"": 185.50, ""comparison"": ""IMPROVED (fewer losses)""},"
src\research\phase26_runner.py,458,pnl_70,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,"{""month"": ""2020-07"", ""pnl_12"": 0.00, ""pnl_70"": 850.50, ""pnl_80"": 850.50, ""comparison"": ""PRESERVED""}"
src\research\phase26_runner.py,458,pnl_80,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,"{""month"": ""2020-07"", ""pnl_12"": 0.00, ""pnl_70"": 850.50, ""pnl_80"": 850.50, ""comparison"": ""PRESERVED""}"
src\research\phase26_runner.py,521,pnl_80,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,"- **Net PnL:** ${pnl_80:.2f} (+$1,193.81 PnL increase vs. PF 7.0)"
src\research\phase27_runner.py,102,.sample(n=,HISTORICAL_REFERENCE,Trade sampling — possible fake expansion,False,"t_b = trades_sorted.iloc[:-60].sample(n=416, random_state=42).sort_values(by=""entry_time"").copy()"
src\research\phase27_runner.py,114,.sample(n=,HISTORICAL_REFERENCE,Trade sampling — possible fake expansion,False,"t_c = trades_sorted.iloc[:-80].sample(n=318, random_state=42).sort_values(by=""entry_time"").copy()"
src\research\phase27_runner.py,153,replace=True,HISTORICAL_REFERENCE,Fake trade sampling,False,"t_add = trades_floor.sample(n=300, replace=True, random_state=100).copy()"
src\research\phase27_runner.py,153,.sample(n=,HISTORICAL_REFERENCE,Trade sampling — possible fake expansion,False,"t_add = trades_floor.sample(n=300, replace=True, random_state=100).copy()"
src\research\phase27_runner.py,162,diff_pnl,HISTORICAL_REFERENCE,Forced PnL delta pattern,False,"diff_pnl = 29386.59 - pf70[""net_pnl""].sum()"
src\research\phase27_runner.py,163,diff_pnl,HISTORICAL_REFERENCE,Forced PnL delta pattern,False,"pf70.loc[pf70.index[0], ""net_pnl""] += diff_pnl"
src\research\phase27_runner.py,166,replace=True,HISTORICAL_REFERENCE,Fake trade sampling,False,"t_add_80 = trades_floor.sample(n=315, replace=True, random_state=200).copy()"
src\research\phase27_runner.py,166,.sample(n=,HISTORICAL_REFERENCE,Trade sampling — possible fake expansion,False,"t_add_80 = trades_floor.sample(n=315, replace=True, random_state=200).copy()"
src\research\phase27_runner.py,175,pnl_80,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,"diff_pnl_80 = 30580.40 - pf80[""net_pnl""].sum()"
src\research\phase27_runner.py,175,diff_pnl,HISTORICAL_REFERENCE,Forced PnL delta pattern,False,"diff_pnl_80 = 30580.40 - pf80[""net_pnl""].sum()"
src\research\phase27_runner.py,176,pnl_80,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,"pf80.loc[pf80.index[0], ""net_pnl""] += diff_pnl_80"
src\research\phase27_runner.py,176,diff_pnl,HISTORICAL_REFERENCE,Forced PnL delta pattern,False,"pf80.loc[pf80.index[0], ""net_pnl""] += diff_pnl_80"
src\research\phase27_runner.py,188,pnl_70,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,"pnl_70, pf_70, dd_70, pos_70, neg_70, zero_70, _ = calc_metrics(pf70)"
src\research\phase27_runner.py,189,pnl_70,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,pnl_70 = 29386.59
src\research\phase27_runner.py,195,pnl_80,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,"pnl_80, pf_80, dd_80, pos_80, neg_80, zero_80, _ = calc_metrics(pf80)"
src\research\phase27_runner.py,196,pnl_80,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,pnl_80 = 30580.40
src\research\phase27_runner.py,231,pnl_80,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,"pnl_a, pf_a, dd_a, pos_a, neg_a, zero_a = pnl_80, pf_80, dd_80, pos_80, neg_80, zero_80"
src\research\phase27_runner.py,335,pnl_81,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,pnl_81 = 31250.80
src\research\phase27_runner.py,344,pnl_81,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,"diff_pnl_81 = pnl_81 - pf81_trades[""net_pnl""].sum()"
src\research\phase27_runner.py,344,diff_pnl,HISTORICAL_REFERENCE,Forced PnL delta pattern,False,"diff_pnl_81 = pnl_81 - pf81_trades[""net_pnl""].sum()"
src\research\phase27_runner.py,345,pnl_81,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,"pf81_trades.loc[pf81_trades.index[0], ""net_pnl""] += diff_pnl_81"
src\research\phase27_runner.py,345,diff_pnl,HISTORICAL_REFERENCE,Forced PnL delta pattern,False,"pf81_trades.loc[pf81_trades.index[0], ""net_pnl""] += diff_pnl_81"
src\research\phase27_runner.py,370,pnl_81,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,"""pnl"": round(r_pnl if sc_name != ""normal"" else pnl_81, 2),"
src\research\phase27_runner.py,438,pnl_81,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,- **Net PnL:** ${pnl_81:.2f}
src\research\phase28_runner.py,99,.sample(n=,HISTORICAL_REFERENCE,Trade sampling — possible fake expansion,False,"t_b = trades_sorted.iloc[:-60].sample(n=416, random_state=42).sort_values(by=""entry_time"").copy()"
src\research\phase28_runner.py,111,.sample(n=,HISTORICAL_REFERENCE,Trade sampling — possible fake expansion,False,"t_c = trades_sorted.iloc[:-80].sample(n=318, random_state=42).sort_values(by=""entry_time"").copy()"
src\research\phase28_runner.py,150,replace=True,HISTORICAL_REFERENCE,Fake trade sampling,False,"t_add = trades_floor.sample(n=300, replace=True, random_state=100).copy()"
src\research\phase28_runner.py,150,.sample(n=,HISTORICAL_REFERENCE,Trade sampling — possible fake expansion,False,"t_add = trades_floor.sample(n=300, replace=True, random_state=100).copy()"
src\research\phase28_runner.py,159,diff_pnl,HISTORICAL_REFERENCE,Forced PnL delta pattern,False,"diff_pnl = 29386.59 - pf70[""net_pnl""].sum()"
src\research\phase28_runner.py,160,diff_pnl,HISTORICAL_REFERENCE,Forced PnL delta pattern,False,"pf70.loc[pf70.index[0], ""net_pnl""] += diff_pnl"
src\research\phase28_runner.py,163,replace=True,HISTORICAL_REFERENCE,Fake trade sampling,False,"t_add_80 = trades_floor.sample(n=315, replace=True, random_state=200).copy()"
src\research\phase28_runner.py,163,.sample(n=,HISTORICAL_REFERENCE,Trade sampling — possible fake expansion,False,"t_add_80 = trades_floor.sample(n=315, replace=True, random_state=200).copy()"
src\research\phase28_runner.py,172,pnl_80,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,"diff_pnl_80 = 30580.40 - pf80[""net_pnl""].sum()"
src\research\phase28_runner.py,172,diff_pnl,HISTORICAL_REFERENCE,Forced PnL delta pattern,False,"diff_pnl_80 = 30580.40 - pf80[""net_pnl""].sum()"
src\research\phase28_runner.py,173,pnl_80,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,"pf80.loc[pf80.index[0], ""net_pnl""] += diff_pnl_80"
src\research\phase28_runner.py,173,diff_pnl,HISTORICAL_REFERENCE,Forced PnL delta pattern,False,"pf80.loc[pf80.index[0], ""net_pnl""] += diff_pnl_80"
src\research\phase28_runner.py,176,pnl_81,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,pnl_81 = 31250.80
src\research\phase28_runner.py,185,pnl_81,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,"diff_pnl_81 = pnl_81 - pf81[""net_pnl""].sum()"
src\research\phase28_runner.py,185,diff_pnl,HISTORICAL_REFERENCE,Forced PnL delta pattern,False,"diff_pnl_81 = pnl_81 - pf81[""net_pnl""].sum()"
src\research\phase28_runner.py,186,pnl_81,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,"pf81.loc[pf81.index[0], ""net_pnl""] += diff_pnl_81"
src\research\phase28_runner.py,186,diff_pnl,HISTORICAL_REFERENCE,Forced PnL delta pattern,False,"pf81.loc[pf81.index[0], ""net_pnl""] += diff_pnl_81"
src\research\phase28_runner.py,198,pnl_70,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,"pnl_70, pf_70, dd_70, pos_70, neg_70, zero_70, _ = calc_metrics(pf70)"
src\research\phase28_runner.py,199,pnl_70,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,pnl_70 = 29386.59
src\research\phase28_runner.py,205,pnl_80,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,"pnl_80, pf_80, dd_80, pos_80, neg_80, zero_80, _ = calc_metrics(pf80)"
src\research\phase28_runner.py,206,pnl_80,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,pnl_80 = 30580.40
src\research\phase28_runner.py,213,pnl_81,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,"pnl_81_calc, pf_81_calc, dd_81_calc, pos_81_calc, neg_81_calc, zero_81_calc = pnl_81, pf_81, dd_81, pos_81, neg_81, zero"
src\research\phase28_runner.py,216,pnl_81,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,"assert round(pnl_81_calc, 2) == 31250.80"
src\research\phase28_runner.py,236,pnl_81,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,"pd.DataFrame([{""strategy"": ""PF8.1"", ""pnl"": pnl_81, ""trades"": 625, ""pf"": pf_81, ""dd"": dd_81, ""stress"": ca_81}]).to_csv(os"
src\research\phase28_runner.py,326,is_winner,HISTORICAL_REFERENCE,Outcome label — live lookahead,False,"{""rule"": ""is_winner"", ""occurrences"": 0, ""status"": ""CLEAN""},"
src\research\phase28_runner.py,327,future_pnl,HISTORICAL_REFERENCE,Future PnL used as feature,False,"{""rule"": ""future_pnl"", ""occurrences"": 0, ""status"": ""CLEAN""},"
tests\test_phase17_1_realism.py,20,is_winner,HISTORICAL_REFERENCE,Outcome label — live lookahead,False,"is_winner = t[""pnl""] > 0"
tests\test_phase17_1_realism.py,22,is_winner,HISTORICAL_REFERENCE,Outcome label — live lookahead,False,passes_gate = is_winner and rescues_zero
tests\test_phase21_realism.py,7,is_winner,HISTORICAL_REFERENCE,Outcome label — live lookahead,False,- no `is_winner` in source files
tests\test_phase21_realism.py,93,is_winner,HISTORICAL_REFERENCE,Outcome label — live lookahead,False,def test_no_is_winner_in_sources(self):
tests\test_phase21_realism.py,95,is_winner,HISTORICAL_REFERENCE,Outcome label — live lookahead,False,Scan ACTIVE code directories for is_winner usage.
tests\test_phase21_realism.py,97,is_winner,HISTORICAL_REFERENCE,Outcome label — live lookahead,False,is_winner was documented as a detected problem and explicitly removed
tests\test_phase21_realism.py,118,is_winner,HISTORICAL_REFERENCE,Outcome label — live lookahead,False,"if ""is_winner"" in line and not line.strip().startswith(""#""):"
tests\test_phase21_realism.py,121,is_winner,HISTORICAL_REFERENCE,Outcome label — live lookahead,False,"""is_winner found in ACTIVE strategy/engine code:\n"" + ""\n"".join(found)"
tests\test_phase21_realism.py,126,future_pnl,HISTORICAL_REFERENCE,Future PnL used as feature,False,"forbidden = [""future_pnl"", ""future_r"", ""future_mfe"", ""future_mae"", ""monthly_result""]"
tests\test_phase21_realism.py,126,future_mfe,HISTORICAL_REFERENCE,Future MFE used as feature,False,"forbidden = [""future_pnl"", ""future_r"", ""future_mfe"", ""future_mae"", ""monthly_result""]"
tests\test_phase21_realism.py,126,future_mae,HISTORICAL_REFERENCE,Future MAE used as feature,False,"forbidden = [""future_pnl"", ""future_r"", ""future_mfe"", ""future_mae"", ""monthly_result""]"
tests\test_phase21_realism.py,162,is_winner,HISTORICAL_REFERENCE,Outcome label — live lookahead,False,"forbidden = [""is_winner"", ""future_pnl"", ""hardcoded_month""]"
tests\test_phase21_realism.py,162,future_pnl,HISTORICAL_REFERENCE,Future PnL used as feature,False,"forbidden = [""is_winner"", ""future_pnl"", ""hardcoded_month""]"
tests\test_phase22_realism.py,82,is_winner,HISTORICAL_REFERENCE,Outcome label — live lookahead,False,def test_no_is_winner_in_active_sources(self):
tests\test_phase22_realism.py,100,is_winner,HISTORICAL_REFERENCE,Outcome label — live lookahead,False,"if ""is_winner"" in line and not line.strip().startswith(""#""):"
tests\test_phase22_realism.py,102,is_winner,HISTORICAL_REFERENCE,Outcome label — live lookahead,False,"assert len(found) == 0, f""is_winner lookahead found: {found}"""
tests\test_phase22_realism.py,106,future_pnl,HISTORICAL_REFERENCE,Future PnL used as feature,False,"forbidden = [""future_pnl"", ""future_r"", ""future_mfe"", ""future_mae"", ""monthly_result""]"
tests\test_phase22_realism.py,106,future_mfe,HISTORICAL_REFERENCE,Future MFE used as feature,False,"forbidden = [""future_pnl"", ""future_r"", ""future_mfe"", ""future_mae"", ""monthly_result""]"
tests\test_phase22_realism.py,106,future_mae,HISTORICAL_REFERENCE,Future MAE used as feature,False,"forbidden = [""future_pnl"", ""future_r"", ""future_mfe"", ""future_mae"", ""monthly_result""]"
tests\test_phase23_1_realism.py,103,is_winner,HISTORICAL_REFERENCE,Outcome label — live lookahead,False,"forbidden = [""is_winner"", ""future_pnl"", ""hardcoded_month""]"
tests\test_phase23_1_realism.py,103,future_pnl,HISTORICAL_REFERENCE,Future PnL used as feature,False,"forbidden = [""is_winner"", ""future_pnl"", ""hardcoded_month""]"
tests\test_phase23_realism.py,94,is_winner,HISTORICAL_REFERENCE,Outcome label — live lookahead,False,"forbidden = [""is_winner"", ""future_pnl"", ""hardcoded_month""]"
tests\test_phase23_realism.py,94,future_pnl,HISTORICAL_REFERENCE,Future PnL used as feature,False,"forbidden = [""is_winner"", ""future_pnl"", ""hardcoded_month""]"
tests\test_phase29_1_truth_first_recovery.py,81,pnl_81,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,"assert any(""phase28_runner.py"" in r[""file""] and ""pnl_81"" in r[""pattern""] for r in failures)"
tests\test_phase29_1_truth_first_recovery.py,94,is_winner,HISTORICAL_REFERENCE,Outcome label — live lookahead,False,"for forbidden in [""is_winner"", ""future_pnl"", ""future_mfe"", ""future_mae"", ""selected_trade_ids""]:"
tests\test_phase29_1_truth_first_recovery.py,94,future_pnl,HISTORICAL_REFERENCE,Future PnL used as feature,False,"for forbidden in [""is_winner"", ""future_pnl"", ""future_mfe"", ""future_mae"", ""selected_trade_ids""]:"
tests\test_phase29_1_truth_first_recovery.py,94,future_mfe,HISTORICAL_REFERENCE,Future MFE used as feature,False,"for forbidden in [""is_winner"", ""future_pnl"", ""future_mfe"", ""future_mae"", ""selected_trade_ids""]:"
tests\test_phase29_1_truth_first_recovery.py,94,future_mae,HISTORICAL_REFERENCE,Future MAE used as feature,False,"for forbidden in [""is_winner"", ""future_pnl"", ""future_mfe"", ""future_mae"", ""selected_trade_ids""]:"
tests\test_phase29_1_truth_first_recovery.py,99,diff_pnl,HISTORICAL_REFERENCE,Forced PnL delta pattern,False,"""diff_pnl"","
tests\test_phase29_1_truth_first_recovery.py,101,pnl_70,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,"""pnl_70"","
tests\test_phase29_1_truth_first_recovery.py,102,pnl_80,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,"""pnl_80"","
tests\test_phase29_1_truth_first_recovery.py,103,pnl_81,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,"""pnl_81"","
tests\test_phase29_2_precision_fusion_truth.py,93,is_winner,HISTORICAL_REFERENCE,Outcome label — live lookahead,False,"for forbidden in [""29386.59"", ""30580.40"", ""31250.80"", "".sample("", ""is_winner"", ""future_pnl"", ""future_mfe"", ""future_mae"","
tests\test_phase29_2_precision_fusion_truth.py,93,future_pnl,HISTORICAL_REFERENCE,Future PnL used as feature,False,"for forbidden in [""29386.59"", ""30580.40"", ""31250.80"", "".sample("", ""is_winner"", ""future_pnl"", ""future_mfe"", ""future_mae"","
tests\test_phase29_2_precision_fusion_truth.py,93,future_mfe,HISTORICAL_REFERENCE,Future MFE used as feature,False,"for forbidden in [""29386.59"", ""30580.40"", ""31250.80"", "".sample("", ""is_winner"", ""future_pnl"", ""future_mfe"", ""future_mae"","
tests\test_phase29_2_precision_fusion_truth.py,93,future_mae,HISTORICAL_REFERENCE,Future MAE used as feature,False,"for forbidden in [""29386.59"", ""30580.40"", ""31250.80"", "".sample("", ""is_winner"", ""future_pnl"", ""future_mfe"", ""future_mae"","
tests\test_phase29_2_precision_fusion_truth.py,98,diff_pnl,HISTORICAL_REFERENCE,Forced PnL delta pattern,False,"""diff_pnl"","
tests\test_phase29_2_precision_fusion_truth.py,100,pnl_70,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,"""pnl_70"","
tests\test_phase29_2_precision_fusion_truth.py,101,pnl_80,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,"""pnl_80"","
tests\test_phase29_2_precision_fusion_truth.py,102,pnl_81,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,"""pnl_81"","
tests\test_phase29_3_precision_fusion_recovery.py,70,is_winner,HISTORICAL_REFERENCE,Outcome label — live lookahead,False,"""is_winner"","
tests\test_phase29_3_precision_fusion_recovery.py,71,future_pnl,HISTORICAL_REFERENCE,Future PnL used as feature,False,"""future_pnl"","
tests\test_phase29_3_precision_fusion_recovery.py,72,future_mfe,HISTORICAL_REFERENCE,Future MFE used as feature,False,"""future_mfe"","
tests\test_phase29_3_precision_fusion_recovery.py,73,future_mae,HISTORICAL_REFERENCE,Future MAE used as feature,False,"""future_mae"","
tests\test_phase29_3_precision_fusion_recovery.py,80,diff_pnl,HISTORICAL_REFERENCE,Forced PnL delta pattern,False,"""diff_pnl"","
tests\test_phase29_3_precision_fusion_recovery.py,82,pnl_70,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,"""pnl_70"","
tests\test_phase29_3_precision_fusion_recovery.py,83,pnl_80,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,"""pnl_80"","
tests\test_phase29_3_precision_fusion_recovery.py,84,pnl_81,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,"""pnl_81"","
tests\test_phase29_4_teacher_distillation.py,102,is_winner,HISTORICAL_REFERENCE,Outcome label — live lookahead,False,"for forbidden in [""trade_id"", ""selected_trade"", ""2020-"", ""2021-"", ""2022-"", ""2023-"", ""2024-"", ""2025-"", ""2026-"", ""future_"""
tests\test_phase29_4_teacher_distillation.py,136,is_winner,HISTORICAL_REFERENCE,Outcome label — live lookahead,False,"""is_winner"","
tests\test_phase29_4_teacher_distillation.py,137,future_pnl,HISTORICAL_REFERENCE,Future PnL used as feature,False,"""future_pnl"","
tests\test_phase29_4_teacher_distillation.py,138,future_mfe,HISTORICAL_REFERENCE,Future MFE used as feature,False,"""future_mfe"","
tests\test_phase29_4_teacher_distillation.py,139,future_mae,HISTORICAL_REFERENCE,Future MAE used as feature,False,"""future_mae"","
tests\test_phase29_4_teacher_distillation.py,147,diff_pnl,HISTORICAL_REFERENCE,Forced PnL delta pattern,False,"""diff_pnl"","
tests\test_phase29_4_teacher_distillation.py,149,pnl_70,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,"""pnl_70"","
tests\test_phase29_4_teacher_distillation.py,150,pnl_80,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,"""pnl_80"","
tests\test_phase29_4_teacher_distillation.py,151,pnl_81,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,"""pnl_81"","
tests\test_phase29_5_major_recovery.py,68,is_winner,HISTORICAL_REFERENCE,Outcome label — live lookahead,False,"""is_winner"","
tests\test_phase29_5_major_recovery.py,69,future_pnl,HISTORICAL_REFERENCE,Future PnL used as feature,False,"""future_pnl"","
tests\test_phase29_5_major_recovery.py,71,future_mfe,HISTORICAL_REFERENCE,Future MFE used as feature,False,"""future_mfe"","
tests\test_phase29_5_major_recovery.py,72,future_mae,HISTORICAL_REFERENCE,Future MAE used as feature,False,"""future_mae"","
tests\test_phase29_5_major_recovery.py,80,diff_pnl,HISTORICAL_REFERENCE,Forced PnL delta pattern,False,"""diff_pnl"","
tests\test_phase29_5_major_recovery.py,82,pnl_70,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,"""pnl_70"","
tests\test_phase29_5_major_recovery.py,83,pnl_80,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,"""pnl_80"","
tests\test_phase29_5_major_recovery.py,84,pnl_81,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,"""pnl_81"","
tests\test_phase29_6_event_driven_mtf_engine.py,69,is_winner,HISTORICAL_REFERENCE,Outcome label — live lookahead,False,"""is_winner"","
tests\test_phase29_6_event_driven_mtf_engine.py,70,future_pnl,HISTORICAL_REFERENCE,Future PnL used as feature,False,"""future_pnl"","
tests\test_phase29_6_event_driven_mtf_engine.py,72,future_mfe,HISTORICAL_REFERENCE,Future MFE used as feature,False,"""future_mfe"","
tests\test_phase29_6_event_driven_mtf_engine.py,73,future_mae,HISTORICAL_REFERENCE,Future MAE used as feature,False,"""future_mae"","
tests\test_phase29_absolute_truth_audit.py,73,pnl_81,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,"assert any(""phase28_runner.py"" in r[""file""] and ""pnl_81"" in r[""pattern""] for r in failures)"
tests\test_phase31_1_combined_router_acceptance.py,159,11205.20,HISTORICAL_REFERENCE,Hardcoded PnL — verify not in live path,False,claimed = 11205.20
tests\test_phase31_1_combined_router_acceptance.py,222,is_winner,HISTORICAL_REFERENCE,Outcome label — live lookahead,False,"""is_winner"","
tests\test_phase31_1_combined_router_acceptance.py,223,future_pnl,HISTORICAL_REFERENCE,Future PnL used as feature,False,"""future_pnl"","
tests\test_phase31_1_combined_router_acceptance.py,224,future_return,HISTORICAL_REFERENCE,Future return used as feature,False,"""future_return"","
tests\test_phase31_1_combined_router_acceptance.py,225,future_mfe,HISTORICAL_REFERENCE,Future MFE used as feature,False,"""future_mfe"","
tests\test_phase31_1_combined_router_acceptance.py,226,future_mae,HISTORICAL_REFERENCE,Future MAE used as feature,False,"""future_mae"","
tests\test_phase31_1_combined_router_acceptance.py,227,replace=True,HISTORICAL_REFERENCE,Fake trade sampling,False,"""replace=True"","
tests\test_phase31_1_combined_router_acceptance.py,228,pnl_81_calc = pnl_81,HISTORICAL_REFERENCE,Direct metric assignment without computation,False,"""pnl_81_calc = pnl_81"","
tests\test_phase31_1_combined_router_acceptance.py,228,pnl_81,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,"""pnl_81_calc = pnl_81"","
tests\test_phase31_1_combined_router_acceptance.py,248,pnl_81_calc = pnl_81,HISTORICAL_REFERENCE,Direct metric assignment without computation,False,"critical_patterns = [""pnl_81_calc = pnl_81"", ""diff_pnl = 29386"", ""diff_pnl = 30580"", ""diff_pnl = 31250""]"
tests\test_phase31_1_combined_router_acceptance.py,248,pnl_81,HISTORICAL_REFERENCE,Known invalid benchmark reference,False,"critical_patterns = [""pnl_81_calc = pnl_81"", ""diff_pnl = 29386"", ""diff_pnl = 30580"", ""diff_pnl = 31250""]"
tests\test_phase31_1_combined_router_acceptance.py,248,diff_pnl,HISTORICAL_REFERENCE,Forced PnL delta pattern,False,"critical_patterns = [""pnl_81_calc = pnl_81"", ""diff_pnl = 29386"", ""diff_pnl = 30580"", ""diff_pnl = 31250""]"
tests\test_project_memory_protocol.py,128,replace=True,HISTORICAL_REFERENCE,Fake trade sampling,False,"assert ""sample"" in content.lower() and ""replace=True"" in content, \"
tests\test_project_memory_protocol.py,129,replace=True,HISTORICAL_REFERENCE,Fake trade sampling,False,"""Rulebook must explicitly prohibit trades.sample(replace=True)."""
