workspace,file_path,artifact_type,phase,matched_terms,relevant_lines_or_columns,live_safe,teacher_only,helps_recover_bc,unique_vs_github_checkout,note
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase11_runner.py,source,phase11,retest;VWAP;funding;ADX;ATR;15m;5m,9;49;51;58;60;64;67;69,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_phase11_verification.py,source,phase11,VWAP;ADX;ATR;5m,8;135;136;138;217;218;219;232,YES,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\data_manifest_phase11_1.json,structured_artifact,phase11_1,funding;15m;5m,17;19;20;30;32;33;43,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase11_1_reproducibility_stress_audit_readiness_report.md,report_or_note,phase11_1,ADX;5m,86,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase11_1_runner_results.json,structured_artifact,phase11_1,funding;ATR,13;117;121;133;137;149;153;165,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase11_1_runner.py,source,phase11_1,funding;ADX;ATR;5m,27;29;34;36;41;43;46;48,YES,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase12_breakthrough_research_lab_report.md,report_or_note,phase12,VWAP;funding;ADX,29;34;38;42;95;102,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase12_readiness_pack.md,report_or_note,phase12,VWAP;funding;5m,55;59;63,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase12_runner.py,source,phase12,VWAP;funding;ADX;ATR;5m,27;29;34;36;41;43;46;48,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase12_1_correction_and_fusion_failure_audit.md,report_or_note,phase12_1,ADX;ATR,67;97,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase12_2_filtered_orthogonal_alpha_repair_report.md,report_or_note,phase12_2,VWAP;funding;ATR,23;27;54;55;64;69;106,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase12_2_runner.py,source,phase12_2,VWAP;funding;ADX;ATR,38;71;213;217;225;228;237;241,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase13_benchmark_breakthrough_mega_search_report.md,report_or_note,phase13,funding;ATR;15m;5m,27;87;133;140;141,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase13_runner.py,source,phase13,retest;funding;ADX;ATR;15m;5m,156;210;213;215;226;239;246;255,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase14_trade_dna_elite_fusion_breakthrough_report.md,report_or_note,phase14,retest;funding;5m,63;64;65;66;67;68;69;70,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase14_runner.py,source,phase14,retest;funding;ADX;ATR;MFE;MAE;5m,7;157;213;215;216;218;219;222,NO,YES,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_phase14_verification.py,source,phase14,funding;ATR;MFE;MAE,5;21;28;29;31;32;37;38,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase14_1_truth_lock_and_phase15_readiness_report.md,report_or_note,phase14_1,expected R;retest;VWAP;funding;ADX;ATR;MFE;MAE;5m,50;59;61;62;63;64;65;66,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase14_1_runner.py,source,phase14_1,expected R;retest;VWAP;funding;ADX;ATR;MFE;MAE;5m,98;137;180;181;183;184;186;187,NO,YES,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase15_benchmark_metrics_breakthrough_report.md,report_or_note,phase15,funding;ATR;MFE;MAE,54;61;62;74,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase15_runner.py,source,phase15,retest;funding;ADX;ATR;MFE;MAE;15m;5m,10;155;216;224;228;233;234;237,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_phase15_verification.py,source,phase15,retest;ATR;15m;5m,5;19;20;22;24;25;28;29,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase16_measurable_benchmark_breakthrough_report.md,report_or_note,phase16,retest;VWAP;funding;ATR;MFE;MAE;15m;5m,29;49;50;54;60;61;62;63,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase16_runner.py,source,phase16,retest;VWAP;funding;ADX;ATR;MFE;MAE;15m;5m,9;167;206;207;211;223;225;229,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_phase16_verification.py,source,phase16,retest;15m;5m,34;35;36,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase16_1_verdict_repair_and_hybrid_v3_validation_report.md,report_or_note,phase16_1,retest;VWAP;ATR;15m;5m,31;41;42;43;44;45;46;47,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase16_1_runner.py,source,phase16_1,retest;VWAP;ATR;15m;5m,49;72;73;74;75;76;77;78,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase16_2_precision_entry_breakthrough_validation_report.md,report_or_note,phase16_2,Variant B;Variant C;retest;funding;ATR;15m;5m,7;11;13;29;31;32;33;34,ANALYSIS_ONLY,NO,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase16_2_runner.py,source,phase16_2,Variant B;Variant C;retest;funding;ATR;15m;5m,5;9;82;98;99;102;117;118,NO,YES,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase17_precision_fusion_breakthrough_report.md,report_or_note,phase17,Variant B;Variant C;expected R;funding;ATR;5m,7;18;19;28;43;53;54;56,ANALYSIS_ONLY,NO,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase17_runner.py,source,phase17,Variant B;Variant C;C core;expected R;funding;ATR;5m,4;5;6;8;11;90;92;159,NO,YES,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_phase17_realism.py,source,phase17,Variant B;Variant C;ATR;5m,13;14;32;38,ANALYSIS_ONLY,NO,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase17_1_precision_fusion_breakthrough_report.md,report_or_note,phase17_1,Variant B;Variant C;B rescue;C core;retest;funding;ATR;5m,7;18;19;30;32;34;35;38,ANALYSIS_ONLY,NO,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase17_1_runner.py,source,phase17_1,Variant B;Variant C;B rescue;C core;retest;funding;ATR;5m,5;87;89;155;170;171;174;189,NO,YES,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase17_2_live_rule_lock_and_phase18_readiness_report.md,report_or_note,phase17_2,Variant B;Variant C;C core;retest;funding;ATR;5m,7;13;18;20;30;32;34;35,ANALYSIS_ONLY,NO,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase17_2_runner.py,source,phase17_2,Variant B;Variant C;C core;retest;funding;ATR;5m,5;6;8;9;84;86;152;167,NO,YES,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_phase17_2_realism.py,source,phase17_2,ATR,12;14;15;16;17,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase17_3_live_known_bc_fusion_audit_report.md,report_or_note,phase17_3,Variant B;Variant C;Precision Fusion 1.2;B rescue;C core;expected R;phase17_3;retest;funding;ATR;5m,10;16;21;22;23;33;35;56,ANALYSIS_ONLY,NO,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase17_3_runner.py,source,phase17_3,Variant B;Variant C;Precision Fusion 1.2;B rescue;C core;expected R;phase17_3;retest;funding;ATR;5m,2;4;9;13;155;174;216;274,NO,YES,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_phase17_3_realism.py,source,phase17_3,expected R;phase17_3,10,ANALYSIS_ONLY,NO,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase18_benchmark_expansion_negative_month_attack_report.md,report_or_note,phase18,Variant B;Variant C;Precision Fusion 1.2;C core;expected R;funding;ADX;5m,11;17;22;23;24;34;36;38,ANALYSIS_ONLY,NO,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase18_runner.py,source,phase18,Variant B;Variant C;Precision Fusion 1.2;B rescue;C core;expected R;funding;ADX;5m,5;9;85;87;153;168;169;172,NO,YES,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_phase18_realism.py,source,phase18,expected R,10,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase18_1_negative_zero_month_repair_and_high_pf_sleeve_report.md,report_or_note,phase18_1,Variant B;Variant C;Precision Fusion 1.2;C core;retest;VWAP;funding;5m,11;17;22;23;24;34;36;38,ANALYSIS_ONLY,NO,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase18_1_runner.py,source,phase18_1,Variant B;Variant C;Precision Fusion 1.2;B rescue;C core;retest;VWAP;funding;5m,5;9;85;87;153;168;169;172,NO,YES,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_phase18_1_realism.py,source,phase18_1,expected R,10,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase19_precision_loss_removal_zero_rescue_high_pf_discovery_report.md,report_or_note,phase19,Variant B;Variant C;Precision Fusion 1.2;C core;retest;VWAP;funding;5m,11;17;22;23;24;34;36;38,ANALYSIS_ONLY,NO,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase19_runner.py,source,phase19,Variant B;Variant C;Precision Fusion 1.2;B rescue;C core;retest;VWAP;funding;5m,5;9;85;87;153;168;169;172,NO,YES,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_phase19_realism.py,source,phase19,expected R,10,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase2_strategy_research_report.md,report_or_note,phase2,VWAP;funding;ATR;15m;5m,25;28;33;47;161;162;177,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase20_mechanism_first_100k_template_research_report.md,report_or_note,phase20,Variant B;Variant C;Precision Fusion 1.2;C core;retest;funding;ADX;ATR;5m,11;17;22;23;24;34;36;38,ANALYSIS_ONLY,NO,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase20_runner.py,source,phase20,Variant B;Variant C;Precision Fusion 1.2;B rescue;C core;retest;funding;ADX;ATR;5m,5;9;85;87;153;168;169;172,NO,YES,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_phase20_realism.py,source,phase20,expected R,10,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase20_1_full_audit_and_proof_lock_report.md,report_or_note,phase20_1,Variant C;Precision Fusion 1.2;C core;expected R;retest;funding;ATR;MFE;MAE,10;24;28;44;57;58;59;60,ANALYSIS_ONLY,NO,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase20_1_runner.py,source,phase20_1,Variant B;Variant C;Precision Fusion 1.2;B rescue;C core;expected R;retest;funding;ATR;MFE;MAE;5m,5;8;86;88;126;153;168;169,NO,YES,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_phase20_1_realism.py,source,phase20_1,expected R,10,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase21_candidate_registry.csv,structured_artifact,phase21,retest;funding;ADX;ATR;MFE;5m,2;3;4;5;6;7;8;9,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase21_candidate_results.csv,structured_artifact,phase21,retest;funding;ADX;ATR;MFE;5m,2;3;4;5;6;7;8;9,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase21_mechanism_dataset.csv,structured_artifact,phase21,Variant C;B rescue;C core;retest;funding;MFE;MAE,1;2;3;4;5;6;7;8,ANALYSIS_ONLY,NO,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase21_real_research_infrastructure_and_proof_search_report.md,report_or_note,phase21,Variant C;Precision Fusion 1.2;C core;funding;MFE;MAE,20;47;48;49;50;51;52;53,ANALYSIS_ONLY,NO,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase21_stage_rejections.csv,structured_artifact,phase21,retest;funding;ADX;ATR;MFE;15m;5m,2;3;4;5;6;7;8;9,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase21_top_50_candidates.md,report_or_note,phase21,retest,7;8;9;10;11;12;13;14,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase21_registry.py,source,phase21,retest;VWAP;funding;ADX;ATR;MFE;15m;5m,26;27;31;33;38;39;40;41,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase21_runner.py,source,phase21,Variant B;Variant C;Precision Fusion 1.2;B rescue;C core;retest;funding;ATR;MFE;MAE,8;97;98;120;125;134;135;138,NO,YES,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_phase21_realism.py,source,phase21,Precision Fusion 1.2;expected R;funding;MFE;MAE,10;124;126;150;152;236,ANALYSIS_ONLY,NO,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase22_candidate_registry.csv,structured_artifact,phase22,retest;ADX;ATR;15m;5m,2;3;4;5;6;7;8;9,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase22_candidate_results.csv,structured_artifact,phase22,ADX;ATR,2;3;4;5;6;7;8;9,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase22_loss_bucket_report.csv,structured_artifact,phase22,funding,5,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase22_mechanism_dataset.csv,structured_artifact,phase22,Variant C;B rescue;C core;retest;funding;MFE;MAE,1;2;3;4;5;6;7;8,ANALYSIS_ONLY,NO,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase22_real_10k_research_and_multi_asset_validation_report.md,report_or_note,phase22,Precision Fusion 1.2;retest;funding;ADX;ATR;15m;5m,19;37;64;76;78;79;80;81,ANALYSIS_ONLY,NO,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase22_registry_manifest.json,structured_artifact,phase22,retest;VWAP;funding;ADX;ATR,4;5;9;11;15;17;18;19,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase22_stage_rejections.csv,structured_artifact,phase22,retest;ADX;ATR;15m;5m,2;3;4;5;6;7;8;9,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase22_registry.py,source,phase22,retest;VWAP;funding;ADX;ATR;15m;5m,20;23;24;26;30;33;36;50,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase22_runner.py,source,phase22,Variant B;Variant C;Precision Fusion 1.2;B rescue;C core;retest;VWAP;funding;ADX;ATR;MFE;MAE,5;145;146;168;177;178;181;190,NO,YES,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_phase22_realism.py,source,phase22,Precision Fusion 1.2;funding;MFE;MAE,14;106;124;125,ANALYSIS_ONLY,NO,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase22_1_reconciliation_and_proof_audit_report.md,report_or_note,phase22_1,Precision Fusion 1.2;funding;ADX;ATR;MFE;MAE,7;16;65;84;87;89;90;91,ANALYSIS_ONLY,NO,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\scratch\phase22_1_metrics_audit.py,source,phase22_1,ATR,4,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\scratch\phase22_1_reconcile_buckets.py,source,phase22_1,funding;ADX;MAE,22;51;52;63;85;86;87;97,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase23_finalist_stress_results.csv,structured_artifact,phase23,funding,15,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase23_loss_surgery_results.csv,structured_artifact,phase23,funding;ADX;ATR,1;2;3;5;6;16;17;26,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase23_negative_month_repair_table.csv,structured_artifact,phase23,funding,2;3;5,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase23_overlay_results.csv,structured_artifact,phase23,funding,2,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase23_precision_fusion_micro_surgery_report.md,report_or_note,phase23,Variant C;Precision Fusion 1.2;expected R;retest;funding;5m,1;10;29;30;31;49;53;85,ANALYSIS_ONLY,NO,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase23_winner_preservation_audit.csv,structured_artifact,phase23,funding,2,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase23_runner.py,source,phase23,Variant B;Variant C;Precision Fusion 1.2;expected R;retest;funding;ADX;ATR;5m,5;10;82;83;106;115;116;119,NO,YES,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_phase23_realism.py,source,phase23,Precision Fusion 1.2,5,ANALYSIS_ONLY,NO,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase23_1_audit_manifest.json,structured_artifact,phase23_1,funding,10,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase23_1_behavioral_dedup_root_cause.csv,structured_artifact,phase23_1,ADX,2,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase23_1_behavioral_diversity_test.csv,structured_artifact,phase23_1,retest;funding;ADX;MFE,2;4;6;7;8,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase23_1_funding_extreme_skip_audit.csv,structured_artifact,phase23_1,funding,,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase23_1_negative_zero_month_impact.csv,structured_artifact,phase23_1,funding,2;3,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase23_1_overlay_accounting.csv,structured_artifact,phase23_1,funding,2,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase23_1_overlay_reconciliation_report.md,report_or_note,phase23_1,Precision Fusion 1.2;retest;funding;ADX;MFE,10;12;26;31;33;42;50;52,ANALYSIS_ONLY,NO,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase23_1_research_only_library.csv,structured_artifact,phase23_1,funding;MFE,2;4,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase23_1_weak_continuation_audit.csv,structured_artifact,phase23_1,MFE,6,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase23_1_runner.py,source,phase23_1,Variant B;Variant C;Precision Fusion 1.2;retest;funding;ADX;MFE,8;82;83;106;115;116;119;128,NO,YES,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_phase23_1_realism.py,source,phase23_1,Precision Fusion 1.2;funding,5;61;78,ANALYSIS_ONLY,NO,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase24_behavioral_unit_test_summary.csv,structured_artifact,phase24,ADX,2,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase24_controlled_registry.csv,structured_artifact,phase24,ADX,1,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase24_parameter_usage_audit.csv,structured_artifact,phase24,VWAP;funding;ADX;ATR,2;3;4;8;9;11;12;14,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase24_parameter_wiring_and_behavioral_rebuild_report.md,report_or_note,phase24,Precision Fusion 1.2;retest;funding;ADX;ATR,15;23;39;40;51;57;58;60,ANALYSIS_ONLY,NO,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase24_wiring_change_log.csv,structured_artifact,phase24,retest;funding;ADX;ATR,2;3,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase24_1_behavioral_count_reconciliation.csv,structured_artifact,phase24_1,ADX,2,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase24_1_engine_repair_reconciliation_report.md,report_or_note,phase24_1,Precision Fusion 1.2;retest;funding;ADX;ATR,10;40;46;47;49;50;51;52,ANALYSIS_ONLY,NO,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase24_1_filter_vs_signal_generation_audit.csv,structured_artifact,phase24_1,retest;funding;ADX;ATR,2;8;9;11;12;13;14;15,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase24_1_parameter_wiring_verification.csv,structured_artifact,phase24_1,retest;funding;ADX;ATR,2;8;9;11;12;13;14;15,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase24_1_runner.py,source,phase24_1,Precision Fusion 1.2;retest;funding;ADX;ATR,77;78;109;110;121;122;135;178,NO,YES,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_phase24_1_realism.py,source,phase24_1,Precision Fusion 1.2,5,ANALYSIS_ONLY,NO,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase25_candidate_registry.csv,structured_artifact,phase25,retest;VWAP;funding;ADX;ATR;15m;5m,2;3;4;5;6;7;8;9,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase25_negative_month_repair_table.csv,structured_artifact,phase25,funding,4,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase25_portfolio_integration_results.csv,structured_artifact,phase25,Precision Fusion 1.2;retest,2;3,ANALYSIS_ONLY,NO,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase25_precision_fusion_7_router_report.csv,structured_artifact,phase25,Precision Fusion 1.2;retest;VWAP,2;3;4,ANALYSIS_ONLY,NO,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase25_repaired_engine_elite_discovery_report.md,report_or_note,phase25,retest;VWAP;funding,10;42;43;44,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase25_runner.py,source,phase25,Precision Fusion 1.2;retest;VWAP;funding;ADX;ATR;15m;5m,77;78;109;110;121;122;144;145,NO,YES,YES,NO,
