idea_id,family,name,hypothesis,target_problem,target_benchmark,expected_live_known_features,required_timeframe,entry_logic,exit_logic,risk_logic,why_it_might_work,why_it_might_fail,lookahead_risk,hardcoding_risk,live_known_safety,expected_pnl_impact,expected_pf_impact,expected_dd_impact,expected_stress_impact,expected_trade_count_impact,implementation_complexity,overfit_risk,data_requirement,test_priority,strategy_family,candidate_template_compatibility
IDEA_063,Monthly-Negative Repair Ideas,Monthly-Negative Repair Ideas Variant 13,Using Automated rules targeting negative closed months with parameter threshold index 13 filters false signals.,Volatility regimes in bear months for Monthly-Negative Repair Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.650.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Monthly-Negative Repair Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2500,1.60,-15.0%,9/15 PASS,-25%,Low,High,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_064,Monthly-Negative Repair Ideas,Monthly-Negative Repair Ideas Variant 14,Using Automated rules targeting negative closed months with parameter threshold index 14 filters false signals.,Volatility regimes in bear months for Monthly-Negative Repair Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.700.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Monthly-Negative Repair Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$3000,1.30,-12.0%,6/15 PASS,-30%,Medium,Low,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_065,Monthly-Negative Repair Ideas,Monthly-Negative Repair Ideas Variant 15,Using Automated rules targeting negative closed months with parameter threshold index 15 filters false signals.,Volatility regimes in bear months for Monthly-Negative Repair Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.750.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Monthly-Negative Repair Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1000,1.40,-9.0%,7/15 PASS,-10%,High,Medium,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_066,Monthly-Negative Repair Ideas,Monthly-Negative Repair Ideas Variant 16,Using Automated rules targeting negative closed months with parameter threshold index 16 filters false signals.,Volatility regimes in bear months for Monthly-Negative Repair Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.800.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Monthly-Negative Repair Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1500,1.50,-15.0%,8/15 PASS,-15%,Low,High,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_067,Monthly-Negative Repair Ideas,Monthly-Negative Repair Ideas Variant 17,Using Automated rules targeting negative closed months with parameter threshold index 17 filters false signals.,Volatility regimes in bear months for Monthly-Negative Repair Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.850.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Monthly-Negative Repair Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2000,1.60,-12.0%,9/15 PASS,-20%,Medium,High,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_068,Monthly-Negative Repair Ideas,Monthly-Negative Repair Ideas Variant 18,Using Automated rules targeting negative closed months with parameter threshold index 18 filters false signals.,Volatility regimes in bear months for Monthly-Negative Repair Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.900.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Monthly-Negative Repair Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2500,1.30,-9.0%,6/15 PASS,-25%,High,Low,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_069,Monthly-Negative Repair Ideas,Monthly-Negative Repair Ideas Variant 19,Using Automated rules targeting negative closed months with parameter threshold index 19 filters false signals.,Volatility regimes in bear months for Monthly-Negative Repair Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.950.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Monthly-Negative Repair Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$3000,1.40,-15.0%,7/15 PASS,-30%,Low,Medium,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_070,Monthly-Negative Repair Ideas,Monthly-Negative Repair Ideas Variant 20,Using Automated rules targeting negative closed months with parameter threshold index 20 filters false signals.,Volatility regimes in bear months for Monthly-Negative Repair Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 1.000.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Monthly-Negative Repair Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1000,1.50,-12.0%,8/15 PASS,-10%,Medium,High,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_071,Monthly-Negative Repair Ideas,Monthly-Negative Repair Ideas Variant 21,Using Automated rules targeting negative closed months with parameter threshold index 21 filters false signals.,Volatility regimes in bear months for Monthly-Negative Repair Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 1.050.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Monthly-Negative Repair Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1500,1.60,-9.0%,9/15 PASS,-15%,High,High,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_072,Monthly-Negative Repair Ideas,Monthly-Negative Repair Ideas Variant 22,Using Automated rules targeting negative closed months with parameter threshold index 22 filters false signals.,Volatility regimes in bear months for Monthly-Negative Repair Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 1.100.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Monthly-Negative Repair Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2000,1.30,-15.0%,6/15 PASS,-20%,Low,Low,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_073,Monthly-Negative Repair Ideas,Monthly-Negative Repair Ideas Variant 23,Using Automated rules targeting negative closed months with parameter threshold index 23 filters false signals.,Volatility regimes in bear months for Monthly-Negative Repair Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 1.150.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Monthly-Negative Repair Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2500,1.40,-12.0%,7/15 PASS,-25%,Medium,Medium,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_074,Monthly-Negative Repair Ideas,Monthly-Negative Repair Ideas Variant 24,Using Automated rules targeting negative closed months with parameter threshold index 24 filters false signals.,Volatility regimes in bear months for Monthly-Negative Repair Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 1.200.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Monthly-Negative Repair Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$3000,1.50,-9.0%,8/15 PASS,-30%,High,High,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_075,Monthly-Negative Repair Ideas,Monthly-Negative Repair Ideas Variant 25,Using Automated rules targeting negative closed months with parameter threshold index 25 filters false signals.,Volatility regimes in bear months for Monthly-Negative Repair Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 1.250.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Monthly-Negative Repair Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1000,1.60,-15.0%,9/15 PASS,-10%,Low,High,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_076,Stress-Robustness Ideas,Stress-Robustness Ideas Variant 1,Using Hardening strategy against high fee/slippage scenarios with parameter threshold index 1 filters false signals.,Volatility regimes in bear months for Stress-Robustness Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.050.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Stress-Robustness Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1500,1.30,-12.0%,6/15 PASS,-15%,Medium,Low,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_077,Stress-Robustness Ideas,Stress-Robustness Ideas Variant 2,Using Hardening strategy against high fee/slippage scenarios with parameter threshold index 2 filters false signals.,Volatility regimes in bear months for Stress-Robustness Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.100.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Stress-Robustness Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2000,1.40,-9.0%,7/15 PASS,-20%,High,Medium,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_078,Stress-Robustness Ideas,Stress-Robustness Ideas Variant 3,Using Hardening strategy against high fee/slippage scenarios with parameter threshold index 3 filters false signals.,Volatility regimes in bear months for Stress-Robustness Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.150.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Stress-Robustness Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2500,1.50,-15.0%,8/15 PASS,-25%,Low,High,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_079,Stress-Robustness Ideas,Stress-Robustness Ideas Variant 4,Using Hardening strategy against high fee/slippage scenarios with parameter threshold index 4 filters false signals.,Volatility regimes in bear months for Stress-Robustness Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.200.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Stress-Robustness Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$3000,1.60,-12.0%,9/15 PASS,-30%,Medium,High,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_080,Stress-Robustness Ideas,Stress-Robustness Ideas Variant 5,Using Hardening strategy against high fee/slippage scenarios with parameter threshold index 5 filters false signals.,Volatility regimes in bear months for Stress-Robustness Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.250.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Stress-Robustness Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1000,1.30,-9.0%,6/15 PASS,-10%,High,Low,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_081,Stress-Robustness Ideas,Stress-Robustness Ideas Variant 6,Using Hardening strategy against high fee/slippage scenarios with parameter threshold index 6 filters false signals.,Volatility regimes in bear months for Stress-Robustness Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.300.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Stress-Robustness Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1500,1.40,-15.0%,7/15 PASS,-15%,Low,Medium,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_082,Stress-Robustness Ideas,Stress-Robustness Ideas Variant 7,Using Hardening strategy against high fee/slippage scenarios with parameter threshold index 7 filters false signals.,Volatility regimes in bear months for Stress-Robustness Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.350.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Stress-Robustness Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2000,1.50,-12.0%,8/15 PASS,-20%,Medium,High,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_083,Stress-Robustness Ideas,Stress-Robustness Ideas Variant 8,Using Hardening strategy against high fee/slippage scenarios with parameter threshold index 8 filters false signals.,Volatility regimes in bear months for Stress-Robustness Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.400.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Stress-Robustness Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2500,1.60,-9.0%,9/15 PASS,-25%,High,High,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_084,Stress-Robustness Ideas,Stress-Robustness Ideas Variant 9,Using Hardening strategy against high fee/slippage scenarios with parameter threshold index 9 filters false signals.,Volatility regimes in bear months for Stress-Robustness Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.450.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Stress-Robustness Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$3000,1.30,-15.0%,6/15 PASS,-30%,Low,Low,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_085,Stress-Robustness Ideas,Stress-Robustness Ideas Variant 10,Using Hardening strategy against high fee/slippage scenarios with parameter threshold index 10 filters false signals.,Volatility regimes in bear months for Stress-Robustness Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.500.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Stress-Robustness Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1000,1.40,-12.0%,7/15 PASS,-10%,Medium,Medium,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_086,Stress-Robustness Ideas,Stress-Robustness Ideas Variant 11,Using Hardening strategy against high fee/slippage scenarios with parameter threshold index 11 filters false signals.,Volatility regimes in bear months for Stress-Robustness Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.550.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Stress-Robustness Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1500,1.50,-9.0%,8/15 PASS,-15%,High,High,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_087,Stress-Robustness Ideas,Stress-Robustness Ideas Variant 12,Using Hardening strategy against high fee/slippage scenarios with parameter threshold index 12 filters false signals.,Volatility regimes in bear months for Stress-Robustness Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.600.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Stress-Robustness Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2000,1.60,-15.0%,9/15 PASS,-20%,Low,High,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_088,Stress-Robustness Ideas,Stress-Robustness Ideas Variant 13,Using Hardening strategy against high fee/slippage scenarios with parameter threshold index 13 filters false signals.,Volatility regimes in bear months for Stress-Robustness Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.650.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Stress-Robustness Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2500,1.30,-12.0%,6/15 PASS,-25%,Medium,Low,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_089,Stress-Robustness Ideas,Stress-Robustness Ideas Variant 14,Using Hardening strategy against high fee/slippage scenarios with parameter threshold index 14 filters false signals.,Volatility regimes in bear months for Stress-Robustness Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.700.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Stress-Robustness Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$3000,1.40,-9.0%,7/15 PASS,-30%,High,Medium,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_090,Stress-Robustness Ideas,Stress-Robustness Ideas Variant 15,Using Hardening strategy against high fee/slippage scenarios with parameter threshold index 15 filters false signals.,Volatility regimes in bear months for Stress-Robustness Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.750.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Stress-Robustness Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1000,1.50,-15.0%,8/15 PASS,-10%,Low,High,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_091,Stress-Robustness Ideas,Stress-Robustness Ideas Variant 16,Using Hardening strategy against high fee/slippage scenarios with parameter threshold index 16 filters false signals.,Volatility regimes in bear months for Stress-Robustness Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.800.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Stress-Robustness Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1500,1.60,-12.0%,9/15 PASS,-15%,Medium,High,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_092,Stress-Robustness Ideas,Stress-Robustness Ideas Variant 17,Using Hardening strategy against high fee/slippage scenarios with parameter threshold index 17 filters false signals.,Volatility regimes in bear months for Stress-Robustness Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.850.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Stress-Robustness Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2000,1.30,-9.0%,6/15 PASS,-20%,High,Low,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_093,Stress-Robustness Ideas,Stress-Robustness Ideas Variant 18,Using Hardening strategy against high fee/slippage scenarios with parameter threshold index 18 filters false signals.,Volatility regimes in bear months for Stress-Robustness Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.900.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Stress-Robustness Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2500,1.40,-15.0%,7/15 PASS,-25%,Low,Medium,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_094,Stress-Robustness Ideas,Stress-Robustness Ideas Variant 19,Using Hardening strategy against high fee/slippage scenarios with parameter threshold index 19 filters false signals.,Volatility regimes in bear months for Stress-Robustness Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.950.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Stress-Robustness Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$3000,1.50,-12.0%,8/15 PASS,-30%,Medium,High,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_095,Stress-Robustness Ideas,Stress-Robustness Ideas Variant 20,Using Hardening strategy against high fee/slippage scenarios with parameter threshold index 20 filters false signals.,Volatility regimes in bear months for Stress-Robustness Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 1.000.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Stress-Robustness Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1000,1.60,-9.0%,9/15 PASS,-10%,High,High,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_096,Stress-Robustness Ideas,Stress-Robustness Ideas Variant 21,Using Hardening strategy against high fee/slippage scenarios with parameter threshold index 21 filters false signals.,Volatility regimes in bear months for Stress-Robustness Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 1.050.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Stress-Robustness Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1500,1.30,-15.0%,6/15 PASS,-15%,Low,Low,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_097,Stress-Robustness Ideas,Stress-Robustness Ideas Variant 22,Using Hardening strategy against high fee/slippage scenarios with parameter threshold index 22 filters false signals.,Volatility regimes in bear months for Stress-Robustness Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 1.100.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Stress-Robustness Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2000,1.40,-12.0%,7/15 PASS,-20%,Medium,Medium,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_098,Stress-Robustness Ideas,Stress-Robustness Ideas Variant 23,Using Hardening strategy against high fee/slippage scenarios with parameter threshold index 23 filters false signals.,Volatility regimes in bear months for Stress-Robustness Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 1.150.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Stress-Robustness Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2500,1.50,-9.0%,8/15 PASS,-25%,High,High,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_099,Stress-Robustness Ideas,Stress-Robustness Ideas Variant 24,Using Hardening strategy against high fee/slippage scenarios with parameter threshold index 24 filters false signals.,Volatility regimes in bear months for Stress-Robustness Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 1.200.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Stress-Robustness Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$3000,1.60,-15.0%,9/15 PASS,-30%,Low,High,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_100,Stress-Robustness Ideas,Stress-Robustness Ideas Variant 25,Using Hardening strategy against high fee/slippage scenarios with parameter threshold index 25 filters false signals.,Volatility regimes in bear months for Stress-Robustness Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 1.250.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Stress-Robustness Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1000,1.30,-12.0%,6/15 PASS,-10%,Medium,Low,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_101,PF-Improvement Ideas,PF-Improvement Ideas Variant 1,Using Increasing average profit factor above 1.50+ with parameter threshold index 1 filters false signals.,Volatility regimes in bear months for PF-Improvement Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.050.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in PF-Improvement Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1500,1.40,-9.0%,7/15 PASS,-15%,High,Medium,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_102,PF-Improvement Ideas,PF-Improvement Ideas Variant 2,Using Increasing average profit factor above 1.50+ with parameter threshold index 2 filters false signals.,Volatility regimes in bear months for PF-Improvement Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.100.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in PF-Improvement Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2000,1.50,-15.0%,8/15 PASS,-20%,Low,High,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
