candidate_id,family,category,exact_rule,parameters,live_known_features,expected_mechanism_target,expected_trade_count_effect,expected_failure_mode,parameter_hash,behavior_hash,no_lookahead_verdict
C25_0102,pullback_reclaim_5m,B,Trigger 5m pullback reclaim after missed 1h breakout,"{""adx_thresh"": 17, ""rsi_overbought"": 82, ""rsi_oversold"": 27, ""wick_ratio_thresh"": 0.32, ""volume_trend_thresh"": 0.9, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,a3aa530f1db51d92,c0954436cd453856,PASS
C25_0103,structure_hl_15m,B,Enter on 15m higher-low structure reclaim,"{""adx_thresh"": 18, ""rsi_overbought"": 83, ""rsi_oversold"": 28, ""wick_ratio_thresh"": 0.33, ""volume_trend_thresh"": 0.95, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,a7a79d7959eba90b,65d03e6329b9ebf0,PASS
C25_0104,vwap_reclaim_precision,B,Reclaim VWAP deviation with tight ATR stop,"{""adx_thresh"": 19, ""rsi_overbought"": 84, ""rsi_oversold"": 29, ""wick_ratio_thresh"": 0.34, ""volume_trend_thresh"": 1.0, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,416209fd306c634d,c0b8570487777e8e,PASS
C25_0105,liquidity_sweep_reclaim,B,Buy/sell clean wick sweep of swing high/low,"{""adx_thresh"": 20, ""rsi_overbought"": 70, ""rsi_oversold"": 15, ""wick_ratio_thresh"": 0.35, ""volume_trend_thresh"": 1.05, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,979599503f2688f6,6e379deee7fe4dae,PASS
C25_0106,false_breakout_filter,A,Filter out entry if opposite wick ratio > 0.45,"{""adx_thresh"": 21, ""rsi_overbought"": 71, ""rsi_oversold"": 16, ""wick_ratio_thresh"": 0.36, ""volume_trend_thresh"": 1.1, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,be737e463da1aba5,3a9a16b9eff34b6c,PASS
C25_0107,wick_rejection_filter,A,Filter out entry if upper wick is too long,"{""adx_thresh"": 22, ""rsi_overbought"": 72, ""rsi_oversold"": 17, ""wick_ratio_thresh"": 0.37, ""volume_trend_thresh"": 1.15, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,d5b24217417881da,31630996511f60fa,PASS
C25_0108,funding_extreme_skip,A,Skip entry if absolute funding exceeds threshold,"{""adx_thresh"": 23, ""rsi_overbought"": 73, ""rsi_oversold"": 18, ""wick_ratio_thresh"": 0.38, ""volume_trend_thresh"": 1.2, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,c15317921a1e6f7a,9fcc3349ae995b53,PASS
C25_0109,allowed_hours_filter,A,Restrict entry to Tokyo/London/NY liquid sessions,"{""adx_thresh"": 24, ""rsi_overbought"": 74, ""rsi_oversold"": 19, ""wick_ratio_thresh"": 0.39, ""volume_trend_thresh"": 1.25, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,ada6585ad30b9fec,1f2625c623a8990e,PASS
C25_0110,second_retest_entry,B,Buy pullback reclaim on second retest of support,"{""adx_thresh"": 25, ""rsi_overbought"": 75, ""rsi_oversold"": 20, ""wick_ratio_thresh"": 0.4, ""volume_trend_thresh"": 1.3, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,9f231253993c0fe2,a6800d4cdd5e4075,PASS
C25_0111,retest_breakout_confirm,B,Enter on 15m retest confirmation after 1h breakout,"{""adx_thresh"": 26, ""rsi_overbought"": 76, ""rsi_oversold"": 21, ""wick_ratio_thresh"": 0.41, ""volume_trend_thresh"": 1.35, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,32cd37acb3a779cb,fc1fa1413a9aaa3b,PASS
C25_0112,pullback_reclaim_5m,B,Trigger 5m pullback reclaim after missed 1h breakout,"{""adx_thresh"": 27, ""rsi_overbought"": 77, ""rsi_oversold"": 22, ""wick_ratio_thresh"": 0.42, ""volume_trend_thresh"": 1.4, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,c495f02878ba973c,b826cb0ce8b936b8,PASS
C25_0113,structure_hl_15m,B,Enter on 15m higher-low structure reclaim,"{""adx_thresh"": 28, ""rsi_overbought"": 78, ""rsi_oversold"": 23, ""wick_ratio_thresh"": 0.43, ""volume_trend_thresh"": 1.45, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,b7ef506621666e76,d0f529b2aeb2596f,PASS
C25_0114,vwap_reclaim_precision,B,Reclaim VWAP deviation with tight ATR stop,"{""adx_thresh"": 29, ""rsi_overbought"": 79, ""rsi_oversold"": 24, ""wick_ratio_thresh"": 0.44, ""volume_trend_thresh"": 1.5, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,f5ec93a0658081e9,320624b701e1492b,PASS
C25_0115,liquidity_sweep_reclaim,B,Buy/sell clean wick sweep of swing high/low,"{""adx_thresh"": 30, ""rsi_overbought"": 80, ""rsi_oversold"": 25, ""wick_ratio_thresh"": 0.45, ""volume_trend_thresh"": 1.55, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,dfb62626f2e9938f,ec566484cda9613f,PASS
C25_0116,false_breakout_filter,A,Filter out entry if opposite wick ratio > 0.45,"{""adx_thresh"": 31, ""rsi_overbought"": 81, ""rsi_oversold"": 26, ""wick_ratio_thresh"": 0.46, ""volume_trend_thresh"": 1.6, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,85b60f1f2b32b1f3,29ae83b09e070b28,PASS
C25_0117,wick_rejection_filter,A,Filter out entry if upper wick is too long,"{""adx_thresh"": 32, ""rsi_overbought"": 82, ""rsi_oversold"": 27, ""wick_ratio_thresh"": 0.47, ""volume_trend_thresh"": 1.65, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,ad9418fa582b2f92,b83bf7b65807a2af,PASS
C25_0118,funding_extreme_skip,A,Skip entry if absolute funding exceeds threshold,"{""adx_thresh"": 33, ""rsi_overbought"": 83, ""rsi_oversold"": 28, ""wick_ratio_thresh"": 0.48, ""volume_trend_thresh"": 1.7, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,2483642be96b0714,af36eb5faec425be,PASS
C25_0119,allowed_hours_filter,A,Restrict entry to Tokyo/London/NY liquid sessions,"{""adx_thresh"": 34, ""rsi_overbought"": 84, ""rsi_oversold"": 29, ""wick_ratio_thresh"": 0.49, ""volume_trend_thresh"": 1.75, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,553d6284836ece86,b98038ca785adc67,PASS
C25_0120,second_retest_entry,B,Buy pullback reclaim on second retest of support,"{""adx_thresh"": 15, ""rsi_overbought"": 70, ""rsi_oversold"": 15, ""wick_ratio_thresh"": 0.5, ""volume_trend_thresh"": 0.8, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,4f19a77a9cc79464,768cf4b0e1ed5d25,PASS
C25_0121,retest_breakout_confirm,B,Enter on 15m retest confirmation after 1h breakout,"{""adx_thresh"": 16, ""rsi_overbought"": 71, ""rsi_oversold"": 16, ""wick_ratio_thresh"": 0.51, ""volume_trend_thresh"": 0.85, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,62c4f1d51d180819,2f8eeef0e2416766,PASS
C25_0122,pullback_reclaim_5m,B,Trigger 5m pullback reclaim after missed 1h breakout,"{""adx_thresh"": 17, ""rsi_overbought"": 72, ""rsi_oversold"": 17, ""wick_ratio_thresh"": 0.52, ""volume_trend_thresh"": 0.9, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,1c5726248d3bdfe4,9e315a86156b5828,PASS
C25_0123,structure_hl_15m,B,Enter on 15m higher-low structure reclaim,"{""adx_thresh"": 18, ""rsi_overbought"": 73, ""rsi_oversold"": 18, ""wick_ratio_thresh"": 0.53, ""volume_trend_thresh"": 0.95, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,c11c950ef8625355,d8b0b8ee9c18766e,PASS
C25_0124,vwap_reclaim_precision,B,Reclaim VWAP deviation with tight ATR stop,"{""adx_thresh"": 19, ""rsi_overbought"": 74, ""rsi_oversold"": 19, ""wick_ratio_thresh"": 0.54, ""volume_trend_thresh"": 1.0, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,b495e245b1ccf8a7,e2973d08f075a0dd,PASS
C25_0125,liquidity_sweep_reclaim,B,Buy/sell clean wick sweep of swing high/low,"{""adx_thresh"": 20, ""rsi_overbought"": 75, ""rsi_oversold"": 20, ""wick_ratio_thresh"": 0.3, ""volume_trend_thresh"": 1.05, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,20f245f6474885ba,bdbeac6e9b77b582,PASS
C25_0126,false_breakout_filter,A,Filter out entry if opposite wick ratio > 0.45,"{""adx_thresh"": 21, ""rsi_overbought"": 76, ""rsi_oversold"": 21, ""wick_ratio_thresh"": 0.31, ""volume_trend_thresh"": 1.1, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,77fccb7e9e0a9be1,b1e05f27e0cfb777,PASS
C25_0127,wick_rejection_filter,A,Filter out entry if upper wick is too long,"{""adx_thresh"": 22, ""rsi_overbought"": 77, ""rsi_oversold"": 22, ""wick_ratio_thresh"": 0.32, ""volume_trend_thresh"": 1.15, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,87c133d0f2b7df25,fbb0bb94c89f440d,PASS
C25_0128,funding_extreme_skip,A,Skip entry if absolute funding exceeds threshold,"{""adx_thresh"": 23, ""rsi_overbought"": 78, ""rsi_oversold"": 23, ""wick_ratio_thresh"": 0.33, ""volume_trend_thresh"": 1.2, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,4c9f1116f6112871,5b63793e41d200ad,PASS
C25_0129,allowed_hours_filter,A,Restrict entry to Tokyo/London/NY liquid sessions,"{""adx_thresh"": 24, ""rsi_overbought"": 79, ""rsi_oversold"": 24, ""wick_ratio_thresh"": 0.34, ""volume_trend_thresh"": 1.25, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,d9264e17761b7702,574649ed6cacf9f3,PASS
C25_0130,second_retest_entry,B,Buy pullback reclaim on second retest of support,"{""adx_thresh"": 25, ""rsi_overbought"": 80, ""rsi_oversold"": 25, ""wick_ratio_thresh"": 0.35, ""volume_trend_thresh"": 1.3, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,27b567beb266d57c,2dc12c4c6b9f9387,PASS
C25_0131,retest_breakout_confirm,B,Enter on 15m retest confirmation after 1h breakout,"{""adx_thresh"": 26, ""rsi_overbought"": 81, ""rsi_oversold"": 26, ""wick_ratio_thresh"": 0.36, ""volume_trend_thresh"": 1.35, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,a7186027bde03179,1d7f28e266c94ed6,PASS
C25_0132,pullback_reclaim_5m,B,Trigger 5m pullback reclaim after missed 1h breakout,"{""adx_thresh"": 27, ""rsi_overbought"": 82, ""rsi_oversold"": 27, ""wick_ratio_thresh"": 0.37, ""volume_trend_thresh"": 1.4, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,44702229b0a0e479,14e53ac4ec917026,PASS
C25_0133,structure_hl_15m,B,Enter on 15m higher-low structure reclaim,"{""adx_thresh"": 28, ""rsi_overbought"": 83, ""rsi_oversold"": 28, ""wick_ratio_thresh"": 0.38, ""volume_trend_thresh"": 1.45, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,6acc4c7289d85923,e5545b341ce64989,PASS
C25_0134,vwap_reclaim_precision,B,Reclaim VWAP deviation with tight ATR stop,"{""adx_thresh"": 29, ""rsi_overbought"": 84, ""rsi_oversold"": 29, ""wick_ratio_thresh"": 0.39, ""volume_trend_thresh"": 1.5, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,7c66baf664e50fcc,9c484f09321f4ab6,PASS
C25_0135,liquidity_sweep_reclaim,B,Buy/sell clean wick sweep of swing high/low,"{""adx_thresh"": 30, ""rsi_overbought"": 70, ""rsi_oversold"": 15, ""wick_ratio_thresh"": 0.4, ""volume_trend_thresh"": 1.55, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,5b0b6d59592579b2,3c95ac7c690f4eff,PASS
C25_0136,false_breakout_filter,A,Filter out entry if opposite wick ratio > 0.45,"{""adx_thresh"": 31, ""rsi_overbought"": 71, ""rsi_oversold"": 16, ""wick_ratio_thresh"": 0.41, ""volume_trend_thresh"": 1.6, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,68ed9eb19ba9c10b,102a9060aadf5745,PASS
C25_0137,wick_rejection_filter,A,Filter out entry if upper wick is too long,"{""adx_thresh"": 32, ""rsi_overbought"": 72, ""rsi_oversold"": 17, ""wick_ratio_thresh"": 0.42, ""volume_trend_thresh"": 1.65, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,4d2c641f8d80d4cf,de6a4cfa96ea6e94,PASS
C25_0138,funding_extreme_skip,A,Skip entry if absolute funding exceeds threshold,"{""adx_thresh"": 33, ""rsi_overbought"": 73, ""rsi_oversold"": 18, ""wick_ratio_thresh"": 0.43, ""volume_trend_thresh"": 1.7, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,5daf40d798656346,6ce7e57aeadf3a91,PASS
C25_0139,allowed_hours_filter,A,Restrict entry to Tokyo/London/NY liquid sessions,"{""adx_thresh"": 34, ""rsi_overbought"": 74, ""rsi_oversold"": 19, ""wick_ratio_thresh"": 0.44, ""volume_trend_thresh"": 1.75, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,ff3763ac14b2a884,e8ecd15f14cdbe5a,PASS
C25_0140,second_retest_entry,B,Buy pullback reclaim on second retest of support,"{""adx_thresh"": 15, ""rsi_overbought"": 75, ""rsi_oversold"": 20, ""wick_ratio_thresh"": 0.45, ""volume_trend_thresh"": 0.8, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,e8bbeadec7490d97,e36f482b7a5b551e,PASS
C25_0141,retest_breakout_confirm,B,Enter on 15m retest confirmation after 1h breakout,"{""adx_thresh"": 16, ""rsi_overbought"": 76, ""rsi_oversold"": 21, ""wick_ratio_thresh"": 0.46, ""volume_trend_thresh"": 0.85, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,6db2ff65131c8af9,cc1ec2b09341a7e8,PASS
C25_0142,pullback_reclaim_5m,B,Trigger 5m pullback reclaim after missed 1h breakout,"{""adx_thresh"": 17, ""rsi_overbought"": 77, ""rsi_oversold"": 22, ""wick_ratio_thresh"": 0.47, ""volume_trend_thresh"": 0.9, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,8da59de9e09537a4,eb5b0023e2190904,PASS
C25_0143,structure_hl_15m,B,Enter on 15m higher-low structure reclaim,"{""adx_thresh"": 18, ""rsi_overbought"": 78, ""rsi_oversold"": 23, ""wick_ratio_thresh"": 0.48, ""volume_trend_thresh"": 0.95, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,639f88e8a26691a9,beeaa8499af8d863,PASS
