file_path,line,pattern,reason_allowed,classification,review_note,can_import_active_strategy
tests\test_phase21_realism.py,126,future_pnl,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase21_realism.py,126,future_mfe,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase21_realism.py,126,future_mae,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase21_realism.py,162,is_winner,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase21_realism.py,162,future_pnl,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase22_realism.py,82,is_winner,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase22_realism.py,100,is_winner,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase22_realism.py,102,is_winner,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase22_realism.py,106,future_pnl,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase22_realism.py,106,future_mfe,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase22_realism.py,106,future_mae,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase23_1_realism.py,103,is_winner,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase23_1_realism.py,103,future_pnl,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase23_realism.py,94,is_winner,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase23_realism.py,94,future_pnl,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase29_1_truth_first_recovery.py,94,is_winner,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase29_1_truth_first_recovery.py,94,future_pnl,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase29_1_truth_first_recovery.py,94,future_mfe,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase29_1_truth_first_recovery.py,94,future_mae,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase29_2_precision_fusion_truth.py,93,is_winner,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase29_2_precision_fusion_truth.py,93,future_pnl,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase29_2_precision_fusion_truth.py,93,future_mfe,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase29_2_precision_fusion_truth.py,93,future_mae,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase29_3_precision_fusion_recovery.py,70,is_winner,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase29_3_precision_fusion_recovery.py,71,future_pnl,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase29_3_precision_fusion_recovery.py,72,future_mfe,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase29_3_precision_fusion_recovery.py,73,future_mae,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase29_4_teacher_distillation.py,102,is_winner,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase29_4_teacher_distillation.py,136,is_winner,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase29_4_teacher_distillation.py,137,future_pnl,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase29_4_teacher_distillation.py,138,future_mfe,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase29_4_teacher_distillation.py,139,future_mae,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase29_5_major_recovery.py,68,is_winner,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase29_5_major_recovery.py,69,future_pnl,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase29_5_major_recovery.py,71,future_mfe,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase29_5_major_recovery.py,72,future_mae,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase29_6_event_driven_mtf_engine.py,69,is_winner,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase29_6_event_driven_mtf_engine.py,70,future_pnl,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase29_6_event_driven_mtf_engine.py,72,future_mfe,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase29_6_event_driven_mtf_engine.py,73,future_mae,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase31_1_combined_router_acceptance.py,222,is_winner,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase31_1_combined_router_acceptance.py,223,future_pnl,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase31_1_combined_router_acceptance.py,224,future_return,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase31_1_combined_router_acceptance.py,225,future_mfe,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase31_1_combined_router_acceptance.py,226,future_mae,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase31_1_combined_router_acceptance.py,227,replace=True,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase31_1_combined_router_acceptance.py,228,pnl_81_calc = pnl_81,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase31_1_combined_router_acceptance.py,237,is_winner,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase31_1_combined_router_acceptance.py,238,future_pnl,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase31_1_combined_router_acceptance.py,238,future_return,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase31_1_combined_router_acceptance.py,239,is_winner,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase31_1_combined_router_acceptance.py,240,future_pnl,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase31_1_combined_router_acceptance.py,241,future_mfe,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase31_1_combined_router_acceptance.py,242,future_mae,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase31_1_combined_router_acceptance.py,243,is_winner,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase31_1_combined_router_acceptance.py,243,future_pnl,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase31_1_combined_router_acceptance.py,274,pnl_81_calc = pnl_81,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase32_quality_hardening.py,615,pnl_81_calc = pnl_81,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_phase32_quality_hardening.py,618,replace=True,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_project_memory_protocol.py,128,replace=True,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
tests\test_project_memory_protocol.py,129,replace=True,Historical research runner — not importable by active strategy code,EVIDENCE_ONLY_NOT_FOR_BENCHMARK_CONSTRUCTION,Verify file is not imported by phase32_runner or engine,NO
